"id","name","code","nomenclature","level","version","tunit_code","tunit_name","processes","sources","y_2006","y_2014"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","AT33","Tirol","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","1605523.0","1480864.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","AT34","Vorarlberg","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","1181584.0","719755.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","BA01","Distrikt Brcko","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","",""
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","BA02","Federavja Bosnia i Hercegovina","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","",""
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","BA03","Republika Srpska","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","",""
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","BE10","Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","4363750.0","3075919.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","BE21","Prov. Antwerpen","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","5488312.0","6780390.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","BE22","Prov. Limburg (BE)","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","2081840.0","2729138.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","BE23","Prov. Oost-Vlaanderen","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","4947939.0","4973812.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","BE24","Prov. Vlaams-Brabant","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","2978200.0","3304595.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","BE25","Prov. West-Vlaanderen","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","3484459.0","4136396.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","BE31","Prov. Brabant Wallon","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","1008468.0","1132918.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","BE32","Prov. Hainaut","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","3891873.0","3961735.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","BE33","Prov. Liege","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","3549042.0","3255176.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","BE34","Prov. Luxembourg (BE)","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","781337.0","645208.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","BE35","Prov. Namur","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","1414929.0","1034183.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","BG31","Severozapaden","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","2738836.0","1451851.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","BG32","Severen tsentralen","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","1856697.0","2334790.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","BG33","Severoiztochen","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","1454954.0","2602792.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","BG34","Yugoiztochen","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","2198352.0","2859987.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","BG41","Yugozapaden","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","2518837.0","5845374.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","BG42","Yuzhen tsentralen","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","3602781.0","2780185.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","CH01","Region lemanique","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","2242448.0","3572209.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","CH02","Espace Mittelland","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","3622526.0","3982106.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","CH03","Nordwestschweiz","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","2528544.0","2391906.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","CH04","Zurich","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","1965038.0","3557371.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","CH05","Ostschweiz","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","2581097.0","2455873.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","CH06","Zentralschweiz","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","1535576.0","1643363.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","CH07","Ticino","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","682621.0","719791.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","CY00","Kypros","","3-EUROSTAT. Reference database: Generation of waste by waste category, hazardousness and NACE Rev. 2 activity (env_wasgen). Figures refer to: waste excluding major mineral wastes (TOT_X_MIN), hazardous plus non-hazardous waste (HAZ_NHAZ), all NACE activities plus households (TOTAL_HH), measured in tonnes (T). : https://ec.europa.eu/eurostat/data/database","889940.0","675335.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","CZ01","Praha","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","1127213.0","1759555.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","CZ02","Stredni Cechy","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","1210286.0","1292907.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","CZ03","Jihozapad","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","1472034.0","1295688.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","CZ04","Severozapad","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","1814481.0","1081467.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","CZ05","Severovychod","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","2109513.0","1616801.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","CZ06","Jihovychod","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","1715609.0","2129809.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","CZ07","Stredni Morava","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","1442255.0","1321070.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","CZ08","Moravskoslezsko","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","2172172.0","1271571.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","DE11","Stuttgart","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","6129829.0","7375276.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","DE12","Karlsruhe","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","4516817.0","5570877.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","DE13","Freiburg","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","3419623.0","4240502.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","DE14","Tubingen","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","2776767.0","3388349.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","DE21","Oberbayern","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","3469779.0","9348018.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","DE22","Niederbayern","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","2364663.0","2318163.0"
"1059","Total waste generation, excluding major mineral wastes","WAS","NUTS","2","2013","DE23","Oberpfalz","a-Regional indicators are estimated by the regionalisation methodology. The regionalisation method is based on an econometric approach that identifies, estimates and optimise the best predictive parameters for each selected indicator. In particular, it is constituted by 6 different stages: (1) OLS model estimation, (2) predictors optimisation, (3) regional extrapolation, (4) geographically weighted regression analysis, (5) consistency check and (6) data validation.","1-CIRCTER - Circular Economy and Territorial Consequences : https://www.espon.eu/circular-economy","1817839.0","2001343.0"
